SKU编码,SKU名称,站点,平台,ABCD类,分层,混合水平月销量,系统预测月销量,实际月销量,偏差数量,偏差率,绝对偏差率APE
DJ505193_1,US AG 折叠储物沙发床架 左右互换+无纺布抽 T 一件两箱 颜色->白色,ALL,AMAZON,B,T3,157.83,143.62,169,-25.38,-0.1502,0.1502
DJ504400_2,"US AE 书柜 NT25 四抽悬浮滑盖加灯带插排 颜色->#2,白色麻面",ALL,AMAZON,B,T3,134.41,131.17,168,-36.83,-0.2192,0.2192
DJ505601_1,US DC 炫酷软包床 BFCB-01 PU材质 床头下翻门 灯带插排 Q 黑色 一件两箱,ALL,AMAZON,B,T4A,77.09,40.06,168,-127.94,-0.7615,0.7615
DJ502512_1,US AE 书柜 3抽屉 带插排小台款（大款） 颜色->白色,ALL,TIKTOK,B,T4B,37.22,17.86,167,-149.14,-0.8930,0.8930
DJ502512_13,"US AE 书柜 3抽屉 带插排小台款（大款） 颜色->#3,灰木纹色",ALL,TIKTOK,A,T4B,30.40,16.35,167,-150.65,-0.9021,0.9021
DJ505093_1,US TA 六层置物架+灯带+排插 一件一箱 颜色-> 颜色->火烧云,ALL,AMAZON,C,T4A,102.75,53.39,167,-113.61,-0.6803,0.6803
DJ505493_3,US 1.15米铁木四门厨房置物架带灯 一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,22.81,10.95,167,-156.05,-0.9345,0.9345
DJ504018_3,US 纯板材X字双抽高文件柜 一件一箱 颜色->棕顶+黑麻,ALL,AMAZON,C,T4A,115.37,53.53,165,-111.47,-0.6756,0.6756
DJ505151_3,US SD 1.55米三抽L桌高桌带书架 一件两箱 颜色->I27014K木纹,ALL,AMAZON,C,T4B,62.05,31.57,165,-133.43,-0.8087,0.8087
DJ504636_4,"EU KM 铁木床洞洞板基础款 一箱一件 尺码->XL,140*200;颜色->棕色,复古色",ALL,AMAZON,C,T4B,17.75,9.54,164,-154.46,-0.9418,0.9418
DJ504867_1,US SD U型书架桌带三抽   一件一箱 颜色 颜色->火烧云,ALL,AMAZON,C,T3,178.82,175.47,164,11.47,0.0700,0.0700
DJ505467_1,US DC 软包床 BWR-01 ZY双侧护栏床尾带抽篮-2366 T 粉色 一件一箱,ALL,AMAZON,C,T4A,104.82,51.56,163,-111.44,-0.6837,0.6837
DJ505200_2,"US HA 书桌 VT11 8抽波浪纹大款梳妆台玻璃柜+七彩流光灯+插座 一件两箱A/B 颜色->#2,原木橡木麻点",ALL,AMAZON,A,T3,174.30,171.71,162,9.71,0.0599,0.0599
DJ504175_2,US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->棕色G29024I全贴纸,ALL,UNKNOWN,A,T4B,122.51,62.33,161,-98.67,-0.6128,0.6128
DJ505436_2,US SD 80cmL桌高桌 一件一箱  颜色->黑麻,ALL,AMAZON,C,T4B,62.89,30.18,161,-130.82,-0.8125,0.8125
DJ503462_3,EU MS 猫爬架917简配版 2猫箱 2顶窝 1吊床 颜色->浅灰色,ALL,AMAZON,A,T4B,161.77,66.00,160,-94.00,-0.5875,0.5875
DJ505295_1,US SD 80cm转角升降桌 一件一箱  颜色->火烧云,ALL,AMAZON,C,T4A,110.17,51.12,160,-108.88,-0.6805,0.6805
DJ505320_2,EU AG三抽一格玻璃台面床头柜40*35cm含插座2AC+1U+1T 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,65.37,35.14,160,-124.86,-0.7803,0.7803
DJ505668_1,US SD L桌带文件抽桌面宽470mm  颜色->火烧云,ALL,AMAZON,B,T4B,75.51,36.24,159,-122.76,-0.7721,0.7721
DJ505278_2,US DC 高架床 LB-12 GS 错台U桌+七抽柜款 F尺寸  一件两箱 颜色->白色,ALL,AMAZON,B,T4A,80.10,41.63,158,-116.37,-0.7365,0.7365
DJ486101_1,US TP 书桌 带灯泡  2小3大抽屉3折镜（拆装）  一件一箱 颜色->白色,ALL,AMAZON,C,T4A,164.56,69.44,157,-87.56,-0.5577,0.5577
DJ505572_1,US DC 高架床 LB-11  YL   六抽门架款   一件两箱 颜色->黑色,ALL,AMAZON,B,T3,115.12,109.83,157,-47.17,-0.3005,0.3005
DJ505673_3,US RL-597款 F尺寸5抽上下床带桌子含灯带插排，带侧袋和桌边布袋 一件两箱 颜色->灰色,ALL,AMAZON,A,T4B,91.48,49.18,157,-107.82,-0.6867,0.6867
DJ503698_5,US 80cm板式储物马桶架 一件一箱 颜色->黑色+玻璃门,ALL,AMAZON,B,T3,161.95,137.25,156,-18.75,-0.1202,0.1202
DJ504106_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T4B,92.00,37.54,156,-118.46,-0.7594,0.7594
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,AMAZON,B,T3,131.55,118.40,156,-37.60,-0.2410,0.2410
DJ504340_2,"US AG 乡村风高款边桌 一件一箱 尺码->#11,仿古白+棕色橡木",ALL,AMAZON,C,T4A,104.47,48.47,156,-107.53,-0.6893,0.6893
DJ505117_3,US 1.2米推拉零食柜 一件两箱 颜色->黑+棕,ALL,AMAZON,A,T3,214.90,207.76,156,51.76,0.3318,0.3318
DJ505121_3,US 铣槽移动柜行政桌 一件两箱 颜色->棕+黑麻,ALL,AMAZON,B,T3,157.71,150.46,156,-5.54,-0.0355,0.0355
DJ505338_1,US VD 板式床 乡村风掀盖米字拼框 6抽 Q款 一件两箱 颜色->白色,ALL,AMAZON,B,T4B,49.68,25.28,156,-130.72,-0.8379,0.8379
DJ505785_2,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+黑,ALL,AMAZON,C,T4B,49.60,23.81,156,-132.19,-0.8474,0.8474
DJ502512_2,US AE 书柜 3抽屉 带插排小台款（大款） 颜色->黑色,ALL,TIKTOK,A,T4B,42.39,21.57,155,-133.43,-0.8608,0.8608
DJ502530_4,"US AE 书柜 三抽带储物空间加灯带插排 颜色->#4,浅粉色",ALL,AMAZON,C,T4A,66.29,30.76,155,-124.24,-0.8016,0.8016
DJ505137_1,US 1.55米美式L桌带文件柜 一件一箱 颜色->顶黑色+白,ALL,AMAZON,C,T4A,96.90,44.96,155,-110.04,-0.7099,0.7099
DJ505177_3,US AG 6布抽2小翻盖角落床 F 一件两箱 颜色->白色,ALL,AMAZON,B,T4A,53.57,24.86,155,-130.14,-0.8396,0.8396
DJ505225_2,US 594F款 F尺寸上床下桌8抽带灯带插排 一件两箱 颜色->白色,ALL,AMAZON,A,T3,190.35,193.72,155,38.72,0.2498,0.2498
DJ504612_1,US DC 铁木床 CBF-02L 方管铁木角落床带抽篮-113  白 T 一件一箱,ALL,AMAZON,B,T3,188.37,170.41,154,16.41,0.1065,0.1065
DJ503468_2,US  DC 高柜HC-03 3抽3空格 门板铣型 一件一箱 颜色->白色,ALL,AMAZON,B,T2,294.14,250.78,152,98.78,0.6499,0.6499
DJ504017_2,US DC 铁木床 CBF-02L 方管铁木角落床带抽篮-113 TXL 黑 一件一箱,ALL,AMAZON,B,T3,176.52,177.21,152,25.21,0.1659,0.1659
DJ502834_3,"US AG 铁木3抽边桌 灯带+排插  一件一箱 颜色->#1,火烧云",ALL,AMAZON,C,T3,262.42,215.18,151,64.18,0.4251,0.4251
DJ503441_4,US PT 正方形升降谷仓咖啡桌 颜色->深蓝+棕,ALL,AMAZON,B,T3,187.66,172.87,151,21.87,0.1448,0.1448
DJ504164_1,US TA 左侧置物1米三抽衣帽架 一件一箱 颜色->火烧云,ALL,AMAZON,B,T3,157.74,145.94,151,-5.06,-0.0335,0.0335
DJ505121_1,US 铣槽移动柜行政桌 一件两箱 颜色->火烧云+黑麻,ALL,AMAZON,C,T3,140.12,129.43,151,-21.57,-0.1428,0.1428
DJ505170_1,US AG 翻盖布抽角落床 T 一件两箱 颜色->火烧云,ALL,AMAZON,B,T4A,100.42,49.39,151,-101.61,-0.6729,0.6729
DJ505352_1,"UK DC铁木床LIW-01  HQ 黑色+火烧色  一件一箱 ,90*190",ALL,AMAZON,C,T4B,58.97,31.70,151,-119.30,-0.7901,0.7901
DJ502530_23,"US AE 书柜 三抽带储物空间加灯带插排 颜色->#3,鱼肚白大理石纹",ALL,AMAZON,C,T3,223.38,183.17,150,33.17,0.2211,0.2211
DJ504570_2,"EU KM 铁木床拐角床头软包带柜门 90*200 一件两箱 颜色->黑色,小浮雕黑板灰色床头",ALL,AMAZON,B,T3,113.05,106.41,150,-43.59,-0.2906,0.2906
DJ504648_1,"UK DC气动床BQD-01 603 HQ 灰色麻布+火烧色一件两箱,90*190",ALL,AMAZON,B,T3,130.22,131.26,150,-18.74,-0.1249,0.1249
DJ505212_3,US DC 铁木床 CBF-08改 铁木储物带尾桌 154 T款 一件两箱  颜色->粉色,ALL,AMAZON,B,T3,171.09,165.92,150,15.92,0.1061,0.1061
DJ505531_1,US DC 铁木床 CBF-01L 方管软包角落床带抽篮-112 粉色 T  一件一箱,ALL,AMAZON,B,T4B,34.02,16.33,150,-133.67,-0.8911,0.8911
DJ503440_2_WF,US SD L桌三抽带单玻璃门  一件一箱 颜色->黑麻,ALL,UNKNOWN,C,T4B,120.75,57.96,149,-91.04,-0.6110,0.6110
DJ504204_1,EU AG 铁木软包悬浮床 双层置物 USB插排 灯带 床垫1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T2,230.90,167.33,149,18.33,0.1231,0.1231
DJ505168_3,"US 594款 T尺寸上床下桌8抽带灯带插排 一件一箱,箱规不超49kg 颜色->灰色",ALL,AMAZON,A,T3,196.61,193.43,149,44.43,0.2982,0.2982
DJ505151_2,US SD 1.55米三抽L桌高桌带书架 一件两箱 颜色->黑麻,ALL,AMAZON,C,T4B,67.55,36.32,148,-111.68,-0.7546,0.7546
DJ505519_2,UK BW SCQL-01鞋柜3翻盖6隔板+冷轧钢翻转  白色 一件一箱,ALL,AMAZON,C,T4B,12.18,5.85,148,-142.15,-0.9605,0.9605
DJVN000157_1,"US WIN 异形腿行政桌 一件一箱 颜色->山纹黑(DS6607) 颜色->黑色,山纹黑色",ALL,AMAZON,C,T4B,38.12,20.49,148,-127.51,-0.8615,0.8615
DJ504183_1,"US UA 拱顶壁柜铣型门板 一件一箱 颜色->黑色,黑浮雕",ALL,UNKNOWN,B,T3P,122.07,165.63,147,18.63,0.1267,0.1267
DJ505017_3,US SD 1.5米圆弧竖条形电脑桌 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,11.07,5.31,147,-141.69,-0.9639,0.9639
DJVN000013_1,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#3,灰木纹色麻面",ALL,AMAZON,B,T3,217.82,205.15,147,58.15,0.3956,0.3956
DJ503462_2,EU MS 猫爬架917简配版 2猫箱 2顶窝 1吊床 颜色->深灰色,ALL,AMAZON,B,T4A,120.77,56.04,146,-89.96,-0.6162,0.6162
DJ503889,US UA 带推车侧架马桶柜>麻面白 一件一箱,ALL,AMAZON,B,T3,219.09,179.66,146,33.66,0.2305,0.2305
DJ505151_1,US SD 1.55米三抽L桌高桌带书架 一件两箱 颜色->白麻,ALL,AMAZON,C,T4B,64.11,34.47,146,-111.53,-0.7639,0.7639
DJ504649_3,US YW01 7抽帐篷低阁楼床带2条灯带床头置物袋 颜色->粉色,ALL,AMAZON,A,T2,394.74,307.90,145,162.90,1.1234,1.1234
DJ505254_1,US AG 板式床 乡村风拼框 掀盖靠背 4抽 F款 一件两箱 颜色->白色,ALL,AMAZON,B,T4A,88.70,41.16,145,-103.84,-0.7161,0.7161
DJ504019_2,US TA 100*80双抽谷仓门升降咖啡桌 一件一箱 颜色->黑+棕,ALL,AMAZON,B,T3,129.76,129.72,142,-12.28,-0.0865,0.0865
DJ505177_1,US AG 6布抽2小翻盖角落床 F 一件两箱 颜色->火烧云,ALL,AMAZON,C,T4A,95.02,49.38,140,-90.62,-0.6473,0.6473
DJ505668_2,US SD L桌带文件抽桌面宽470mm  颜色->黑色,ALL,UNKNOWN,B,T4B,52.26,25.08,140,-114.92,-0.8208,0.8208
DJ505042_1,EU AG软包床 棉麻四抽 1灯带 欧标3U+1T插排 1.4*1.9m 一件两箱  颜色->深灰色,ALL,AMAZON,C,T4B,56.77,30.52,139,-108.48,-0.7804,0.7804
DJ505062_1,US SD 1.2米翻转升降桌 一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,36.35,17.45,139,-121.55,-0.8745,0.8745
DJVN000038_2,US SD 1.8米游戏桌 一件一箱 颜色->黑色,ALL,AMAZON,C,T3,180.31,169.54,139,30.54,0.2197,0.2197
DJ504078_3,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 F 一件一箱,ALL,AMAZON,B,T3,235.03,192.73,138,54.73,0.3966,0.3966
DJ504348_1,"US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色->#1,白色铁+白色PU布抽面",ALL,AMAZON,A,T2,213.78,164.20,138,26.20,0.1898,0.1898
DJ505176_3,US AG 6布抽2小翻盖角落床 T 一件一箱 颜色->白色,ALL,UNKNOWN,B,T4B,29.93,16.09,138,-121.91,-0.8834,0.8834
DJ505672_2,US DC 公主床 BPS-01 GS-041钻石拉扣床侧带抽 F 米色 一件一箱,ALL,AMAZON,C,T4B,50.96,27.40,138,-110.60,-0.8015,0.8015
DJ503440_2,US SD L桌三抽带单玻璃门  一件一箱 颜色->黑麻,ALL,AMAZON,C,T3,160.77,131.83,137,-5.17,-0.0377,0.0377
DJ504490_2,"US UA 梯形柜门置物现代板式行政桌 一件一箱 颜色->#1,原木色",ALL,AMAZON,C,T3,121.69,109.53,137,-27.47,-0.2005,0.2005
DJ505050_6,EU BW铁木软包床LIWS-01 床头两层板+灯带+插排HQ 黑色+火烧色 一件一箱 180*200,ALL,AMAZON,C,T4B,32.72,17.59,137,-119.41,-0.8716,0.8716
DJ505104_2,EU AG转角床 米白棉麻 床头可互换1.4*1.9m2灯带 欧规2AC+2USB 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,30.37,16.33,137,-120.67,-0.8808,0.8808
DJ505240_2,US 床YW-43T上床下电竞桌3抽储物柜含灯带99*190 一件两箱白色铁+白板,ALL,AMAZON,A,T3,145.47,147.24,137,10.24,0.0747,0.0747
DJ502529_1,US AE 书柜 两抽托盘带灯无线充插排 颜色->白色,ALL,AMAZON,B,T3,175.07,154.75,135,19.75,0.1463,0.1463
DJ504176_1,"US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黄色,木色手抓纹",ALL,UNKNOWN,B,T4B,114.77,55.09,135,-79.91,-0.5919,0.5919
DJ505176_1,US AG 6布抽2小翻盖角落床 T 一件一箱 颜色->火烧云,ALL,AMAZON,B,T4A,88.05,45.76,135,-89.24,-0.6610,0.6610
DJ503575_1,VD 板竹面盆柜 单门 开放储物格 白色+原色 一个一箱 颜色->白色,ALL,AMAZON,C,T3,156.64,150.86,134,16.86,0.1258,0.1258
DJ504038_2,US 1.6米五层书架U型桌  一件一箱 颜色->黑色,ALL,AMAZON,C,T3,181.63,152.16,134,18.16,0.1355,0.1355
DJ505178_2,US 双顶带软包凳咖啡桌 一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,31.94,15.33,134,-118.67,-0.8856,0.8856
DJ505213_1,US DC 铁木床 CBF-02L 方管铁木角落床带抽篮-113 F 白 一件两箱,ALL,AMAZON,B,T3,174.30,170.26,134,36.26,0.2706,0.2706
DJ505256_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 F款 一件两箱 颜色->黑色,ALL,AMAZON,B,T3,134.55,129.14,133,-3.86,-0.0290,0.0290
DJ505349_2,UK BW铁木软包床LIWS-01  HQ 灰色+火烧色 一件一箱 135*190,ALL,AMAZON,C,T4B,50.57,27.19,133,-105.81,-0.7956,0.7956
DJ503855_2,US 带柜门抽屉美式书架 一件一箱 颜色->灰色,ALL,AMAZON,B,T3,137.09,133.34,132,1.34,0.0102,0.0102
DJ504777_3,US UA 窄款拱顶书柜 一件一箱 颜色->棕色G29024I,ALL,AMAZON,B,T3,126.36,126.25,132,-5.75,-0.0436,0.0436
DJ505091_1,HS NSB-02 边柜 纯木 带插板底座款 上空双抽 DFS 颜色->黑色,ALL,AMAZON,B,T3,188.59,179.92,132,47.92,0.3630,0.3630
DJ505104_1,EU AG转角床 深灰棉麻 床头可互换1.4*1.9m2灯带 欧规2AC+2USB 一件两箱 颜色->火烧云,ALL,AMAZON,C,T4B,31.82,17.11,132,-114.89,-0.8704,0.8704
DJ505529_1,US 1.4米升降桌 一件两箱 颜色->橡木纹,ALL,AMAZON,C,T4B,54.18,29.13,132,-102.87,-0.7793,0.7793
DJ503171_3,US TA 双顶双抽带门咖啡桌 一件一箱 颜色->黑麻,ALL,AMAZON,B,T3,139.74,117.42,131,-13.58,-0.1037,0.1037
DJ504270_1,EU AG JYH210 棉麻软包气杆床 靠背2档调节 双灯带 140*200cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,53.74,27.35,131,-103.65,-0.7913,0.7913
DJ505238_1,US HS 储物柜-DSXC-02抽面铣型带插 DFS 十斗 3x2+4一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,18.60,8.93,131,-122.07,-0.9318,0.9318
DJ505635_1,EU AG软包床 绒布气杆 1灯带 欧标插排2AC+1U1T 0.9*2m 一件两箱  颜色->米白,ALL,AMAZON,C,T4B,14.84,7.12,131,-123.88,-0.9456,0.9456
DJ505712_2,US 床GSI-005F带步梯双层2抽+6布抽床含灯带137*190一件两箱 颜色黑铁+黑山纹板,ALL,AMAZON,A,T4B,56.24,27.00,131,-104.00,-0.7939,0.7939
SKDJVN000013_2,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#1,白色麻面",ALL,TIKTOK,C,T4B,242.84,123.56,131,-7.44,-0.0568,0.0568
DJ504149_1,US 单人书架桌配5布抽 一件一箱 颜色->火烧云,ALL,UNKNOWN,C,T4B,57.53,23.47,130,-106.53,-0.8194,0.8194
DJ504348_1,"US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色->#1,白色铁+白色PU布抽面",ALL,UNKNOWN,A,T4B,111.75,60.08,130,-69.92,-0.5379,0.5379
DJ505173_2,US DC 铁木床 VABF-SP 铁木角落床可变双拼款- 160G 一件双箱 颜色->白色,ALL,AMAZON,B,T4B,30.51,12.45,130,-117.55,-0.9043,0.9043
DJ503905_2,US AG 高款板式三抽边桌 灯带+排插 一件一箱 颜色->白色,ALL,AMAZON,C,T3,155.71,140.14,129,11.14,0.0863,0.0863
DJ503955_3,US 美式角落桌带抽屉 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,56.74,30.50,129,-98.50,-0.7636,0.7636
DJ504929_2,US 1.6米农舍L桌 一件一箱 颜色->灰古木-40三胺,ALL,AMAZON,B,T4A,101.50,52.75,129,-76.25,-0.5911,0.5911
DJ505278_1,US DC 高架床 LB-12 GS 错台U桌+七抽柜款 F尺寸  一件两箱 颜色->黑色,ALL,AMAZON,B,T4A,86.92,45.17,129,-83.83,-0.6498,0.6498
DJ505459_2,US 连拱谷仓门高文件柜 一件一箱 颜色->顶板棕+黑,ALL,AMAZON,C,T4B,43.62,20.94,129,-108.06,-0.8377,0.8377
DJ504867_4,US SD U型书架桌带三抽   一件一箱 颜色 颜色->989-3,ALL,AMAZON,C,T3,128.91,127.70,128,-0.30,-0.0024,0.0024
DJ504969_1,EU AG 铁木软包床 火烧云置物层 欧标USB排插 灯带 0.9*2m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T4A,66.33,34.47,128,-93.53,-0.7307,0.7307
DJ502788,US  DC 美标LED金属镜柜排铰拆装双开门 白色 一件一箱,ALL,AMAZON,C,T3,122.61,110.32,127,-16.68,-0.1313,0.1313
DJ503171_2,US TA 双顶双抽带门咖啡桌 一件一箱 颜色->象牙灰色,ALL,AMAZON,B,T3,147.39,130.01,127,3.01,0.0237,0.0237
DJ504358_1,EU VD 板式面盆柜 双开门 单抽 一件一箱 颜色->白色,ALL,AMAZON,B,T3,147.78,146.23,127,19.23,0.1514,0.1514
DJ504469_1_WF,US TA 1.1米衣帽架带鞋架层架 一件一箱 颜色->白+棕,ALL,UNKNOWN,C,T4B,60.59,32.57,127,-94.43,-0.7435,0.7435
DJ504988_1,EU AG 软包悬浮床 床头分隔置物层 1.4*1.9m 一件两箱 颜色->深灰色,ALL,AMAZON,B,T4B,55.05,29.60,127,-97.40,-0.7670,0.7670
DJ505264_1,US VD 高架床 上下铺 侧边布抽挂衣区 床下书架布抽 T 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,30.64,16.47,127,-110.53,-0.8703,0.8703
DJ505279_1,"US 床BJS-543T 落地双层床+储物台阶 一件一箱 99*190 颜色->#1,黑铁+火烧云",ALL,AMAZON,A,T2,280.31,218.64,127,91.64,0.7216,0.7216
DJ453277_1,US VD 竹制浴室柜 单门+1层架 原色 一件一箱,ALL,AMAZON,C,T3,128.61,130.45,126,4.45,0.0353,0.0353
DJ504024_1,US 1.2米四抽L桌  一件一箱 颜色->火烧云,ALL,AMAZON,B,T3,147.82,133.04,126,7.04,0.0559,0.0559
DJ504103_1,EU AG 铁木软包床 火烧云置物层 欧标USB排插 灯带 1.6*2m 一件一箱 颜色->深灰色,ALL,AMAZON,C,T4B,37.13,15.15,126,-110.85,-0.8798,0.8798
DJ504131_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*2m 一件一箱 颜色->黑色,ALL,AMAZON,C,T4A,68.78,33.83,126,-92.17,-0.7315,0.7315
DJ504890_1,US SD L桌商用高桌带洞洞板 一件两箱 颜色->棕色+黑,ALL,AMAZON,C,T4B,69.53,33.37,126,-92.63,-0.7351,0.7351
DJ505126_3,US SD L桌升降高桌带书架  一件两箱 颜色 颜色->白麻,ALL,AMAZON,C,T4A,78.96,31.14,126,-94.86,-0.7529,0.7529
DJ504130_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*1.9m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,56.96,27.34,125,-97.66,-0.7813,0.7813
DJ504348_3,US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色黑铁+PU黑抽面,ALL,TIKTOK,A,T4B,29.01,13.92,125,-111.08,-0.8886,0.8886
DJ505226_3,US 595款 F尺寸上床下桌6抽U形桌面带灯带插排 一件两箱 颜色->灰色,ALL,AMAZON,A,T3,162.60,165.34,125,40.34,0.3227,0.3227
DJ505459_1,US 连拱谷仓门高文件柜 一件一箱 颜色->顶板棕+白,ALL,AMAZON,C,T4B,46.19,23.50,125,-101.50,-0.8120,0.8120
DJ502420,VD 竹制浴室柜 双门上墙 原色 一个一箱,ALL,AMAZON,B,T3,120.97,99.19,124,-24.81,-0.2001,0.2001
DJ502890_4,US SD L桌带洞洞铁皮带排插  一件一箱 颜色->989-3,ALL,AMAZON,C,T3,135.93,122.33,124,-1.67,-0.0135,0.0135
DJ502895,EU DC LED镜柜三开门90*16*60 白色 一件一箱,ALL,AMAZON,B,T3,152.04,145.05,124,21.05,0.1698,0.1698
DJ503086_1,US床T-B212Q软包悬浮含插盘灯带152.5*203颜色麻布基洛斯灰,ALL,AMAZON,C,T3,161.65,145.48,124,21.48,0.1733,0.1733
DJ503351_4,US SD L桌高桌带X字双抽  一件一箱 颜色->黑色,ALL,AMAZON,B,T3,211.25,173.22,124,49.22,0.3970,0.3970
DJ505066_1,EU AG 铁木软包转角床1.4*2m简约款拉网造型 一拖二灯带 欧规3U1T插排一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,59.24,31.85,124,-92.15,-0.7432,0.7432
DJ502695,VD 竹制浴室柜 双门上墙+1层架 原色 一个一箱,ALL,AMAZON,B,T4A,82.52,38.29,123,-84.71,-0.6887,0.6887
DJ504034_1,"US 床T-B2355T皇冠灯带99*190 颜色->#1,TX-001米白+粉2024-17绒布+黑色铁",ALL,TIKTOK,B,T4B,65.88,33.52,123,-89.48,-0.7275,0.7275
DJ504907_1,US DC 炫酷软包床 BFCB-01 PU材质 床头下翻门 灯带插排 黑色 一件一箱 T,ALL,UNKNOWN,B,T4B,21.31,11.45,123,-111.55,-0.9069,0.9069
DJ505712_3,US 床GSI-005F带步梯双层2抽+6布抽床含灯带137*190一件两箱 颜色白铁+白山纹板,ALL,AMAZON,A,T4B,56.24,27.00,123,-96.00,-0.7805,0.7805
DJ503079_1,"US BF 书柜 板材美式+托盘含插盘（大款）加RGB灯带 一件一箱 颜色->#1,黑色小麻",ALL,AMAZON,C,T3,194.98,159.89,122,37.89,0.3105,0.3105
DJ503516_1,US SD 1.4米美式三抽纯板材电脑桌  一件一箱 颜色->白黑,ALL,UNKNOWN,B,T4B,21.75,10.44,122,-111.56,-0.9144,0.9144
DJ503516_2,US SD 1.4米美式三抽纯板材电脑桌  一件一箱 颜色->灰色,ALL,AMAZON,C,T3,163.03,146.72,122,24.72,0.2026,0.2026
DJ504176_1,"US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黄色,木色手抓纹",ALL,AMAZON,B,T3,132.25,124.08,122,2.08,0.0170,0.0170
DJ504777_2,US UA 窄款拱顶书柜 一件一箱 颜色->橡木色,ALL,AMAZON,B,T3,110.07,99.18,122,-22.82,-0.1871,0.1871
DJ505534_1,US SD L桌五抽带两组亚克力门  一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,49.38,23.70,122,-98.30,-0.8057,0.8057
DJVN000124_1,"US 升降方形咖啡桌 带轮子 一件一箱 尺码->#10,原木色",ALL,AMAZON,C,T4B,19.38,10.42,122,-111.58,-0.9146,0.9146
DJ504701_1,EU AG灯芯绒 床围环绕灯带 1.4*1.9m气杆床 2AC+1U1T插孔 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,40.44,21.74,121,-99.26,-0.8204,0.8204
DJ505069_4,US AG 高架布抽角落床 F 一件一箱 颜色->白色,ALL,AMAZON,B,T4A,63.92,31.44,121,-89.56,-0.7402,0.7402
DJ505168_2_WF,"US 594款 T尺寸上床下桌8抽带灯带插排 一件一箱,箱规不超49kg 颜色->白色",ALL,UNKNOWN,D,T4B,94.00,45.12,121,-75.88,-0.6271,0.6271
DJ502935_3,US床T-B221CF软包Y形格子柜含插盘灯带137*190黑色铁+米白绒布,ALL,AMAZON,A,T3,309.20,253.54,120,133.54,1.1129,1.1129
DJ503122_3,US SD 谷仓门双顶咖啡桌 一件一箱 颜色->白橡纹+卡罗橡纹,ALL,TIKTOK,B,T4B,91.20,32.69,120,-87.31,-0.7276,0.7276
DJ504994_1,UK DC 铁木床 CBF-01L 方管软包角落床带抽篮-153 90*190 米白  一件一箱,ALL,AMAZON,C,T4B,29.62,15.07,120,-104.93,-0.8744,0.8744
DJVN000039_3,US SD 圆弧面转角高桌 一件一箱 颜色->火烧云,ALL,AMAZON,C,T3,128.60,123.06,120,3.06,0.0255,0.0255
DJVN000182_1,"US 悬浮带玻璃床头柜 胡桃木色 一件一箱 尺码->52,胡桃木色",ALL,AMAZON,C,T4B,15.06,7.23,120,-112.77,-0.9398,0.9398
DJ504636_8,"EU KM 铁木床洞洞板基础款 一箱一件 尺码->XXL,160*200;颜色->棕色,复古色",ALL,AMAZON,C,T4B,9.59,5.16,119,-113.84,-0.9567,0.9567
DJ504660_1,US DC 高架床 TB-01  YL 床尾二抽 三T床上桌款 一件两箱 颜色->黑色,ALL,AMAZON,B,T3,126.28,118.00,119,-1.00,-0.0084,0.0084
DJ505349_4,UK BW铁木软包床LIWS-01  HQ 灰色+火烧色 一件一箱 120*190,ALL,AMAZON,C,T4B,48.34,25.99,119,-93.01,-0.7816,0.7816
